Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
10/09/09,2009091000,24,4,2,0:44,1,44,0,TEN,6,94,8,-1,0,0,TEN,PIT,"(:44) PENALTY on TEN-D.Stewart, False Start, 3 yards, enforced at TEN 6 - No Play.",1,0,0,0,NA,NA,NA,0,0,NA,No Play,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,TEN,False Start,D.Stewart,3,10,10,0,0,PIT,TEN,0,None,3,1,3,1,3,0.784792707,0.055933871,0.007685814,0.040272864,0.056825564,3.72E-04,0.054116999,0,0,0.084956752,-0.089227152,NA,NA,0.40140239,0.59859761,0.417482831,0.582517169,0.59859761,-0.016080441,NA,NA,2009
10/09/09,2009091000,24,4,2,0:44,1,44,0,TEN,3,97,11,0,0,0,TEN,PIT,(:44) K.Collins up the middle to TEN 4 for 1 yard (J.Harrison; C.Hampton).,1,1,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Collins,00-0003292,1,middle,NA,NA,None,0,NA,NA,NA,J.Harrison,C.Hampton,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,3,1,3,1,3,0.790035945,0.0584598,0.009784783,0.042354191,0.05165472,3.56E-04,0.047354524,0,0,-0.0042704,-0.160397303,NA,NA,0.417482831,0.582517169,0.422144202,0.577855798,0.582517169,-0.00466137,NA,NA,2009
10/09/09,2009091000,24,4,NA,0:41,1,41,3,TEN,3,3,0,0,0,0,,NA,Timeout #3 by PIT at 00:41.,1,0,0,0,NA,NA,NA,0,0,NA,Timeout,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,PIT,TEN,1,PIT,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2009
10/09/09,2009091000,24,4,3,0:41,1,41,0,TEN,4,96,10,0,0,0,TEN,PIT,(:41) K.Collins up the middle to TEN 4 for no gain (C.Hampton).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Collins,00-0003292,1,middle,NA,NA,None,0,NA,NA,NA,C.Hampton,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,3,0,3,0,3,0.781796624,0.073126614,0.009916514,0.051162071,0.038318368,4.07E-04,0.045272988,0,0,-0.164667703,-0.402616827,NA,NA,0.422144202,0.577855798,0.524978673,0.475021327,0.577855798,-0.102834472,NA,NA,2009
10/09/09,2009091000,24,4,NA,0:00,0,0,41,TEN,4,4,0,0,0,0,,NA,END QUARTER 4 Pittsburgh wins toss and elects to receive.,1,0,0,0,NA,NA,NA,0,0,NA,Quarter End,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,PIT,TEN,0,None,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2009
10/09/09,2009091000,25,5,NA,15:00,15,0,0,TEN,30,30,0,0,0,NA,PIT,TEN,R.Bironas kicks 72 yards from TEN 30 to PIT -2. S.Logan to PIT 22 for 24 yards (C.Allred).,1,24,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,S.Logan,NA,C.Allred,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.05360415,0.165384405,0.006028774,0.250003998,0.208219434,0.003289939,0.3134693,0,0,0.56728453,0.187628595,NA,NA,0.524978673,0.475021327,0.543224594,0.456775406,0.524978673,0.018245921,NA,NA,2009
10/09/09,2009091000,25,5,1,14:56,15,-4,4,PIT,22,78,10,0,0,0,PIT,TEN,(14:56) B.Roethlisberger pass incomplete short right to M.Moore. PRESSURE BY #90 KEARSE,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Incomplete Pass,Short,-4,0,0,right,0,NA,NA,None,0,NA,NA,M.Moore,00-0022217,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.052527126,0.158947392,0.005134341,0.240166546,0.215703002,0.003314068,0.324207523,0,0,0.754913125,-0.736220087,-1.274711028,0.538490941,0.543224594,0.456775406,0.476088056,0.523911944,0.543224594,-0.067136538,-0.079151543,0.012015005,2009
10/09/09,2009091000,25,5,2,14:52,15,-8,4,PIT,22,78,10,11,0,1,PIT,TEN,(14:52) (Shotgun) B.Roethlisberger pass short left to H.Ward pushed ob at PIT 33 for 11 yards (C.Hope).,1,11,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,7,4,0,left,0,NA,NA,None,0,NA,NA,H.Ward,00-0017162,1,NA,NA,NA,C.Hope,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.054503186,0.184277126,0.006353021,0.278778611,0.194709289,0.003619701,0.277759066,0,0,0.018693038,1.725784907,0.444625146,1.281159761,0.476088056,0.523911944,0.639179647,0.360820353,0.476088056,0.163091591,0.022520296,0.140571294,2009
10/09/09,2009091000,25,5,1,14:30,15,-30,22,PIT,33,67,10,19,0,0,PIT,TEN,"(14:30) (No Huddle, Shotgun) B.Roethlisberger pass short left to H.Miller to PIT 41 for 8 yards (S.Tulloch).",1,8,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,7,1,0,left,0,NA,NA,None,0,NA,NA,H.Miller,00-0023465,1,NA,NA,NA,S.Tulloch,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.046538943,0.124533408,0.002068828,0.187679173,0.255368711,0.003362529,0.380448407,0,0,1.744477945,0.750735969,0.484628229,0.26610774,0.639179647,0.360820353,0.703246752,0.296753248,0.639179647,0.064067105,-0.076791009,0.140858114,2009
10/09/09,2009091000,25,5,2,14:30,15,-30,0,PIT,41,59,2,21,0,1,PIT,TEN,"(14:30) (No Huddle, Shotgun) M.Moore left tackle to PIT 43 for 2 yards (S.Tulloch). Official Measurement.",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,M.Moore,00-0022217,1,left,tackle,NA,None,0,NA,NA,NA,S.Tulloch,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.04079227,0.103352114,0.001092312,0.151516552,0.259333508,0.003464498,0.440448746,0,0,2.495213914,0.038121651,NA,NA,0.703246752,0.296753248,0.712005164,0.287994836,0.703246752,0.008758411,NA,NA,2009
10/09/09,2009091000,25,5,1,13:19,14,-101,71,PIT,43,57,10,22,0,0,PIT,TEN,(13:19) M.Moore up the middle to PIT 44 for 1 yard (J.Ford).,1,1,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,M.Moore,00-0022217,1,middle,NA,NA,None,0,NA,NA,NA,J.Ford,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.048362707,0.095475629,8.66E-04,0.143290553,0.285801845,0.003260109,0.422943209,0,0,2.533335565,-0.499682,NA,NA,0.712005164,0.287994836,0.668586493,0.331413507,0.712005164,-0.04341867,NA,NA,2009
10/09/09,2009091000,25,5,2,12:45,13,-135,34,PIT,44,56,9,30,0,0,PIT,TEN,"(12:45) (No Huddle, Shotgun) B.Roethlisberger pass short right to H.Ward to TEN 48 for 8 yards (K.Bulluck, N.Harper).",1,8,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,4,4,0,right,0,NA,NA,None,0,NA,NA,H.Ward,00-0017162,1,NA,NA,NA,K.Bulluck,N.Harper,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.057448688,0.108666477,0.001272924,0.164025418,0.288006325,0.003540678,0.377039491,0,0,2.033653565,0.891319518,-0.249605716,1.140925234,0.668586493,0.331413507,0.73742133,0.26257867,0.668586493,0.068834837,-0.120272701,0.189107538,2009
10/09/09,2009091000,25,5,3,12:02,13,-178,43,TEN,48,48,1,41,0,1,PIT,TEN,(12:02) (Shotgun) B.Roethlisberger pass short middle to S.Holmes to TEN 37 for 11 yards (N.Harper).,1,11,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,7,4,0,middle,0,NA,NA,None,0,NA,NA,S.Holmes,00-0024240,1,NA,NA,NA,N.Harper,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.056339315,0.08311879,7.43E-04,0.122377959,0.279023802,0.002678745,0.455718783,0,0,2.924973083,0.792810339,0.603178063,0.189632276,0.73742133,0.26257867,0.824886499,0.175113501,0.73742133,0.087465169,-0.11937235,0.206837519,2009
10/09/09,2009091000,25,5,1,11:21,12,-219,41,TEN,37,37,10,41,0,0,PIT,TEN,"(11:21) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short middle to H.Ward [K.Vanden Bosch]. PRESSURE BY #93 VANDEN BOSCH",1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Incomplete Pass,Short,12,0,1,middle,0,NA,NA,None,0,NA,NA,H.Ward,00-0017162,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.044306473,0.052481504,1.42E-04,0.078183594,0.334269284,0.00286628,0.487750934,0,0,3.717783422,-0.486981515,0.505859236,-0.992840751,0.824886499,0.175113501,0.792728071,0.207271929,0.824886499,-0.032158427,-0.175898015,0.143739587,2009
10/09/09,2009091000,25,5,2,11:14,12,-226,7,TEN,37,37,10,63,0,0,PIT,TEN,(11:14) (Shotgun) B.Roethlisberger pass deep middle to M.Wallace to TEN 15 for 22 yards (V.Fuller).,1,22,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Deep,22,0,0,middle,0,NA,NA,None,0,NA,NA,M.Wallace,00-0026901,1,NA,NA,NA,V.Fuller,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,2,2,2,2,2,0.049697632,0.062560168,0.000298102,0.094716027,0.362855467,0.003116765,0.426755839,0,0,3.230801907,-0.495334021,-0.495334021,0,0.792728071,0.207271929,0.955526966,0.044473034,0.792728071,0.162798895,0.162798895,0,2009
10/09/09,2009091000,25,5,NA,10:34,11,-266,40,TEN,37,37,0,63,0,NA,,NA,Timeout #1 by PIT at 10:34.,1,0,0,0,NA,NA,NA,0,0,NA,Timeout,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,PIT,TEN,1,PIT,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,0,0,NA,NA,2009
10/09/09,2009091000,25,5,1,10:34,11,-266,0,TEN,15,15,10,63,0,0,PIT,TEN,"(10:34) (Field Goal formation) J.Reed 33 yard field goal is GOOD, Center-G.Warren, Holder-D.Sepulveda.",1,0,1,0,NA,NA,NA,0,0,NA,Field Goal,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,Good,33,0,NA,NA,0,0,NA,0,NA,NA,NA,0,10,10,0,0,PIT,TEN,0,None,1,1,2,1,2,0.009463923,0.013848958,2.06E-04,0.020954129,0.940779828,2.93E-04,0.01445439,0,0,2.735467886,0.264532114,NA,NA,0.955526966,0.044473034,NA,NA,0.955526966,NA,NA,NA,2009
13/09/09,2009091304,1,1,NA,15:00,15,3600,0,MIN,30,30,0,31,0,NA,CLE,MIN,R.Longwell kicks onside 21 yards from MIN 30 to CLE 49. A.Elam to CLE 49 for no gain (C.Griffin). onside kick,1,0,0,0,NA,NA,NA,0,1,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,A.Elam,NA,C.Griffin,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,0.001506327,0.179748786,0.006639108,0.281137706,0.213700143,0.003592313,0.313675617,0,0,0.323525854,2.537745391,NA,NA,0.485674986,0.514325014,0.562754803,0.437245197,0.485674986,0.077079817,NA,NA,2009
13/09/09,2009091304,1,1,1,14:59,15,3599,1,CLE,49,51,10,6,0,0,CLE,MIN,(14:59) J.Lewis left guard to MIN 45 for 6 yards (C.Greenway).,1,6,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Lewis,00-0019693,1,left,guard,NA,None,0,NA,NA,NA,C.Greenway,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,7.89E-04,0.089622482,5.74E-04,0.13957406,0.315016045,0.003542146,0.450881817,0,0,2.861271245,0.216536407,NA,NA,0.562754803,0.437245197,0.572188183,0.427811817,0.562754803,0.00943338,NA,NA,2009
13/09/09,2009091304,1,1,2,14:19,15,3559,40,MIN,45,45,4,6,0,0,CLE,MIN,(14:19) B.Quinn pass incomplete short left to B.Edwards.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Quinn,00-0025409,1,Incomplete Pass,Short,0,0,0,left,0,NA,NA,None,0,NA,NA,B.Edwards,00-0023438,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,0.000841257,0.081256606,4.97E-04,0.125447871,0.331250272,0.003598631,0.457108358,0,0,3.077807652,-0.784595286,-0.784662802,6.75E-05,0.572188183,0.427811817,0.547411166,0.452588834,0.572188183,-0.024777017,-0.024796526,1.95E-05,2009
13/09/09,2009091304,1,1,3,14:13,15,3553,6,MIN,45,45,4,31,0,1,CLE,MIN,"(14:13) (Shotgun) J.Cribbs right tackle to MIN 40 for 5 yards (E.Henderson, R.Edwards). Cribbs takes direct snap",1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Cribbs,00-0023176,1,right,end,NA,None,0,NA,NA,NA,E.Henderson,R.Edwards,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,9.44E-04,0.102046248,8.27E-04,0.161034356,0.349358307,0.00407125,0.381718357,0,0,2.293212365,1.267024251,NA,NA,0.547411166,0.452588834,0.590727014,0.409272986,0.547411166,0.043315848,NA,NA,2009
13/09/09,2009091304,1,1,1,13:35,14,3515,38,MIN,40,40,10,29,0,1,CLE,MIN,(13:35) B.Quinn pass deep right to R.Royal to MIN 22 for 18 yards (T.Johnson) [R.Edwards].,1,18,0,0,NA,NA,NA,0,0,NA,Pass,B.Quinn,00-0025409,1,Complete,Deep,18,0,1,right,0,NA,NA,None,0,NA,NA,R.Royal,00-0021273,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,8.12E-04,0.064420019,2.12E-04,0.099844897,0.343415168,0.003296192,0.487999586,0,0,3.560236617,0.776261976,0.776261976,0,0.590727014,0.409272986,0.619624774,0.380375226,0.590727014,0.028897759,0.028897759,0,2009
13/09/09,2009091304,1,1,1,12:49,13,3469,46,MIN,22,22,10,31,0,0,CLE,MIN,(12:49) (Shotgun) B.Quinn pass incomplete short right to R.Royal.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Quinn,00-0025409,1,Incomplete Pass,Short,4,0,0,right,0,NA,NA,None,0,NA,NA,R.Royal,00-0021273,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,5.63E-04,0.035981635,3.99E-05,0.055524138,0.376999463,0.002810495,0.528081837,0,0,4.336498593,-0.440222011,-0.163124209,-0.277097802,0.619624774,0.380375226,0.604648307,0.395351693,0.619624774,-0.014976467,-0.005385398,-0.009591069,2009
13/09/09,2009091304,1,1,2,12:45,13,3465,4,MIN,22,22,10,31,0,0,CLE,MIN,(12:45) (Shotgun) J.Davis right guard to MIN 21 for 1 yard (A.Winfield).,1,1,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Davis,00-0027130,1,right,guard,NA,None,0,NA,NA,NA,A.Winfield,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,6.27E-04,0.042539277,9.98E-05,0.067088491,0.429706922,0.002995527,0.456943096,0,0,3.896276582,-0.679518014,NA,NA,0.604648307,0.395351693,0.583366674,0.416633326,0.604648307,-0.021281632,NA,NA,2009
13/09/09,2009091304,1,1,3,12:09,13,3429,36,MIN,21,21,9,31,0,0,CLE,MIN,"(12:09) (Shotgun) B.Quinn pass short middle to J.Davis to MIN 20 for 1 yard (E.Henderson, R.Edwards).",1,1,0,0,NA,NA,NA,0,0,NA,Pass,B.Quinn,00-0025409,1,Complete,Short,0,1,0,middle,0,NA,NA,None,0,NA,NA,J.Davis,00-0027130,1,NA,NA,NA,E.Henderson,R.Edwards,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,7.93E-04,0.049309502,1.45E-04,0.081068534,0.53214915,0.003947174,0.332587836,0,0,3.216758568,-0.80030662,-0.952748704,0.152442084,0.583366674,0.416633326,0.558848822,0.441151178,0.583366674,-0.024517852,-0.030362462,0.005844609,2009
13/09/09,2009091304,1,1,4,11:33,12,3393,36,MIN,20,20,8,31,0,0,CLE,MIN,"(11:33) P.Dawson 37 yard field goal is GOOD, Center-R.Pontbriand, Holder-D.Zastudil.",1,0,1,0,NA,NA,NA,0,0,NA,Field Goal,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,Good,37,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CLE,MIN,0,None,3,3,3,3,3,4.25E-04,0.034378335,5.10E-04,0.050411456,0.881010224,4.80E-04,0.032785021,0,0,2.416451948,0.583548052,NA,NA,0.558848822,0.441151178,0.592167373,0.407832627,0.558848822,0.033318551,NA,NA,2009
13/09/09,2009091304,2,1,NA,11:28,12,3388,5,CLE,30,30,0,0,0,NA,MIN,CLE,"P.Dawson kicks 69 yards from CLE 30 to MIN 1. P.Harvin to MIN 30 for 29 yards (K.Maiava, J.Davis).",1,29,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,P.Harvin,NA,K.Maiava,J.Davis,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,3,-3,3,CLE,MIN,0,None,3,3,3,3,3,0.003532024,0.178171244,0.006560494,0.276442205,0.214703405,0.003556896,0.317033732,0,0,0.387729982,0.965334748,NA,NA,0.592167373,0.407832627,0.561973579,0.438026421,0.407832627,0.030193794,NA,NA,2009
13/09/09,2009091304,2,1,1,11:21,12,3381,7,MIN,30,70,10,1,0,0,MIN,CLE,(11:21) A.Peterson left tackle to MIN 31 for 1 yard (E.Barton).,1,1,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,A.Peterson,00-0025394,1,left,tackle,NA,None,0,NA,NA,NA,E.Barton,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,3,-3,3,CLE,MIN,0,None,3,3,3,3,3,0.00298904,0.14425927,0.002902748,0.223438386,0.252735319,0.003643175,0.370032061,0,0,1.353064731,-0.587073479,NA,NA,0.561973579,0.438026421,0.579142274,0.420857726,0.438026421,-0.017168695,NA,NA,2009
13/09/09,2009091304,2,1,2,10:45,11,3345,36,MIN,31,69,9,1,0,0,MIN,CLE,"(10:45) A.Peterson right guard to MIN 31 for no gain (D.Bowens, K.Coleman).",1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,A.Peterson,00-0025394,1,right,guard,NA,None,0,NA,NA,NA,D.Bowens,K.Coleman,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,3,-3,3,CLE,MIN,0,None,3,3,3,3,3,0.003526359,0.163706156,0.003629004,0.25378393,0.241674758,0.003985517,0.329694275,0,0,0.765991251,-0.993467128,NA,NA,0.579142274,0.420857726,0.609970904,0.390029096,0.420857726,-0.03082863,NA,NA,2009
13/09/09,2009091304,2,1,3,10:04,11,3304,41,MIN,31,69,9,0,0,0,MIN,CLE,(10:04) (Shotgun) B.Favre pass short right to C.Taylor to MIN 30 for -1 yards (H.Poteat).,1,-1,0,0,NA,NA,NA,0,0,NA,Pass,B.Favre,00-0005106,1,Complete,Short,0,-1,0,right,0,NA,NA,None,0,NA,NA,C.Taylor,00-0021314,1,NA,NA,NA,H.Poteat,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,3,-3,3,CLE,MIN,0,None,3,3,3,3,3,0.004198799,0.199806347,0.004522952,0.307808194,0.206725267,0.004619694,0.272318748,0,0,-0.227475876,-1.703409873,-1.601831654,-0.101578219,0.609970904,0.390029096,0.666156763,0.333843237,0.390029096,-0.056185859,-0.053311052,-0.002874807,2009
13/09/09,2009091304,2,1,4,9:33,10,3273,31,MIN,30,70,10,0,0,1,MIN,CLE,"(9:33) C.Kluwe punts 51 yards to CLE 19, Center-C.Loeffler. J.Cribbs to CLE 22 for 3 yards (K.Paymah, H.Farwell).",1,3,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,J.Cribbs,NA,K.Paymah,H.Farwell,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,3,-3,3,CLE,MIN,0,None,3,3,3,3,3,0.005248572,0.273029764,0.005961927,0.399604466,0.122079499,0.005482047,0.188593724,0,0,-1.930885749,1.309800787,NA,NA,0.666156763,0.333843237,0.601793287,0.398206713,0.333843237,0.064363476,NA,NA,2009
13/09/09,2009091304,3,1,1,9:24,10,3264,9,CLE,22,78,10,2,0,0,CLE,MIN,"(9:24) (Shotgun) J.Davis left guard to CLE 24 for 2 yards (E.Henderson, K.Williams).",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Davis,00-0027130,1,left,end,NA,None,0,NA,NA,NA,E.Henderson,K.Williams,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,3,0,3,3,CLE,MIN,0,None,3,3,3,3,3,0.005600833,0.170208088,0.005543891,0.262772676,0.222779883,0.003559261,0.329535367,0,0,0.621084962,-0.450004873,NA,NA,0.601793287,0.398206713,0.587935329,0.412064671,0.601793287,-0.013857958,NA,NA,2009
13/09/09,2009091304,3,1,2,8:49,9,3229,35,CLE,24,76,8,-4,0,0,CLE,MIN,"(8:49) (Shotgun) B.Quinn pass short right to J.Cribbs to CLE 26 for 2 yards (A.Winfield). PENALTY on CLE-B.Edwards, Illegal Block Above the Waist, 10 yards, enforced at CLE 26.",1,2,0,0,NA,NA,NA,0,0,NA,Pass,B.Quinn,00-0025409,1,Complete,Short,0,2,0,right,0,NA,NA,None,0,NA,NA,J.Cribbs,00-0023176,1,NA,NA,NA,A.Winfield,NA,NA,NA,0,NA,NA,0,0,NA,1,CLE,NA,B.Edwards,10,3,0,3,3,CLE,MIN,0,None,3,3,3,3,3,0.006392467,0.186463145,0.005670349,0.28662195,0.209076753,0.003898747,0.301876589,0,0,0.171080089,-1.129070594,-0.972679077,-0.156391517,0.587935329,0.412064671,0.553021235,0.446978765,0.587935329,-0.034914094,-0.030949944,-0.00396415,2009
13/09/09,2009091304,3,1,2,8:17,9,3197,32,CLE,16,84,16,-4,0,0,CLE,MIN,"(8:17) J.Lewis left end to CLE 18 for 2 yards (B.Leber, J.Allen).",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Lewis,00-0019693,1,left,end,NA,None,0,NA,NA,NA,B.Leber,J.Allen,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,3,0,3,3,CLE,MIN,0,None,3,3,3,3,3,0.007993761,0.22299204,0.01117791,0.346911586,0.1740395,0.003718476,0.233166726,0,0,-0.957990505,-0.699586589,NA,NA,0.553021235,0.446978765,0.533102058,0.466897942,0.553021235,-0.019919177,NA,NA,2009
